,title,url,rating,no_ratings,desc,price
707,Campuhan Ridge Walk Ubud Tour,/AttractionProductReview-g608496-d17801441-Campuhan_Ridge_Walk_Ubud_Tour-Tabanan_Bali.html,5,0,"Campuhan Ridge Walk,Tegalalang Rice Terrace and Ubud Market is the best Ubud Tours package which is a private Bali tour from Bali Safest Driver that offers the other side of the beauty of Ubud.afterward go to ubud,",344.76
708,"Bali KUBER ATV - Tunnel, Waterfall, Rice field, Jungle",/AttractionProductReview-g469404-d17801349-Bali_KUBER_ATV_Tunnel_Waterfall_Rice_field_Jungle-Seminyak_Kuta_District_Bali.html,5,0,"The duration is 2 hours depending on how fast you ride the quad bike through the ride through a waterfall, slide down hills, ride through a cave, and picturesque panorama of rice fields.","2,298.37"
709,Private Semarang City Tour: Thousand Doors to Chinatown,/AttractionProductReview-g297712-d17716993-Private_Semarang_City_Tour_Thousand_Doors_to_Chinatown-Semarang_Central_Java_Java.html,3.5,0,Semarang combines cultural influences from Chinese and Dutch. This private Semarang city tour brings you to historical journey to explore Semarang’s landmarks. The driver will pick you up from your hotel at 9 AM to,"2,350.61"
710,Seminyak to Candidasa Private Hotel Transfer,/AttractionProductReview-g469404-d17597886-Seminyak_to_Candidasa_Private_Hotel_Transfer-Seminyak_Kuta_District_Bali.html,5,0,"Free worry and relaise stress out for your intercity transportation, enjoy private hotel transfer with door to door pick up and drop off service from your hotel in Seminyak to the next hotel in Candidasa. Meet our",313.41
711,"Yogyakarta 3 Temple Join Tour: Borobudur, Mendut, Prambanan",/AttractionProductReview-g12872450-d17576394-Yogyakarta_3_Temple_Join_Tour_Borobudur_Mendut_Prambanan-Sleman_District_Yogyaka.html,5,0,"Holiday in Yogyakarta would be uncompleted without visiting the temple. There are three most popular temple you have to visit there are Borobudur, Prambanan, and Mendut temple. The tour will started by visiting the","4,701.21"
712,Seminyak to Ubud Private Hotel Transfer,/AttractionProductReview-g469404-d17588226-Seminyak_to_Ubud_Private_Hotel_Transfer-Seminyak_Kuta_District_Bali.html,5,0,"The best choice private hotel transfer from all surrounding hotel area in seminyak to all hotel located in Ubud. Flexible pick up time as your check out time in seminyak hotel, large luggage room available in every",339.53
713,Sunrise Yoga Class,/AttractionProductReview-g1380108-d17719622-Sunrise_Yoga_Class-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,0,"Start your day and your weekend by gently waking up the body moving slowly, then building strength and increasing flexibility, all while moving with the breath to create that yummy moving meditation!! Ending with a",522.36
714,Bali Rafting at Telaga Waja River with Lunch,/AttractionProductReview-g1219108-d17824347-Bali_Rafting_at_Telaga_Waja_River_with_Lunch-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,0,"Distance route Telaga Waja river from start to finish, taken about 14 km with an estimated travel time of approximately 2 hours. Telaga Waja is the main river in Bali that is used for rafting activities with class","1,567.07"
715,Surf Lesson In Bali,/AttractionProductReview-g1219108-d17686991-Surf_Lesson_In_Bali-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,0,"Surfing is not only a sport, it is a lifestyle. Experience an exciting, fun and healthy activity. Catch your first wave and see why so many people are hooked on this sport.This will give your holiday a special","1,776.01"
716,Mt Batur Sunrise Trekking with Best Local Guide.,/AttractionProductReview-g608496-d18275333-Mt_Batur_Sunrise_Trekking_with_Best_Local_Guide-Tabanan_Bali.html,4.5,0,"With air conditioned car we will pick you up from your hotel in Bali. You will transported to toya bungkah starting point, It is best and less crowds of people. We will accompany you during your 2 hours trek to the","2,037.19"
717,"Private boat trip Komodo 2 or more person for 3 days 2 nights, Kelor...",/AttractionProductReview-g1953908-d17306062-Private_boat_trip_Komodo_2_or_more_person_for_3_days_2_nights_Kelor_Rinca-Klungku.html,4,0,"Great private tour on a boat sailing around Komodo national park to see the giant Komodo dragon, magnificent underwater world, flying foxes and beautiful small islands. Minimum 2 person","28,797.09"
718,Active volcanoes Bromo & Ijen - start Surabaya // 3 days & 2 nights,/AttractionProductReview-g297715-d13774461-Active_volcanoes_Bromo_Ijen_start_Surabaya_3_days_2_nights-Surabaya_East_Java_Java.html,5,0,"Cover ground you couldn’t hope to cover independently on this private tour that checks off two of East Java’s greatest volcanoes, Mt. Bromo and the Ijen Crater, in just three days. Exploring with an English-speaking","10,812.79"
719,Mt Rinjani Trekking 2 Days 1 Night (Senaru Crater Rim),/AttractionProductReview-g297733-d16796777-Mt_Rinjani_Trekking_2_Days_1_Night_Senaru_Crater_Rim-Lombok_West_Nusa_Tenggara.html,5,0,"This Rinjani Trekking 2D1N is appealed to those short of time, climbing to Mt. Rinjani’s Crater Rim with gentle trek route where is good for beginners. Starting and ending in Senaru, it provides spectacular views of","12,014.21"
720,One Day Nusa Penida Tour,/AttractionProductReview-g469404-d16741330-One_Day_Nusa_Penida_Tour-Seminyak_Kuta_District_Bali.html,5,0,"This tour is a great combination to explore the beautiful of Nusa Penida Island in One day. First option western nusa penida tour with visit Crystal Bay, Kelingking Beach, Angle Billabong, Broken Beach, and Crystal","3,395.32"
721,Discover Scuba Diving Tulamben: Beginners can dive Liberty Wreck and...,/AttractionProductReview-g469404-d14937355-Discover_Scuba_Diving_Tulamben_Beginners_can_dive_Liberty_Wreck_and_Suci_Place-Sem.html,4.5,0,"Head to Tulamben, one of Bali's most beautiful diving locations, to learn the basics of scuba diving. Once you're comfortable, head to the shallow around Suci Place, where several statues of Hindu gods rest under","4,701.21"
722,The Best Snorkeling With Manta Rays At Manta Point On Nusa Penida...,/AttractionProductReview-g1219108-d16656696-The_Best_Snorkeling_With_Manta_Rays_At_Manta_Point_On_Nusa_Penida_Island-Ungasan_.html,4.5,0,"Snorkel alongside manta rays in the wild on this boat tour from South Bali. Take in views of the coast as you set sail to three snorkeling spots—instructors are by your side the whole time, making this tour a great","4,515.78"
723,Private Tour: Full-Day Highlights of Jakarta Tour with Lunch,/AttractionProductReview-g294229-d12471642-Private_Tour_Full_Day_Highlights_of_Jakarta_Tour_with_Lunch-Jakarta_Java.html,5,0,"Discover the heritage that lies beneath Jakarta’s high-rise surface on this private guided door-to-door tour. Start the day with Jakarta Cathedral, Istiqlal Mosque, the National Museum, the National Monument, and","4,126.62"
724,Explore Ubud with Electric Bike,/AttractionProductReview-g608496-d15593257-Explore_Ubud_with_Electric_Bike-Tabanan_Bali.html,4.5,0,"See the real Bali in three hours with our electric bike tour around Tegallalang village, We will show you the hidden gems and providing you the best experience with the local culture as we will stop at the Balinese","1,731.61"
725,"Bali in 2-Days: Ubud, Kintamani, Bedugul and Tanah Lot Tour",/AttractionProductReview-g469404-d15305724-Bali_in_2_Days_Ubud_Kintamani_Bedugul_and_Tanah_Lot_Tour-Seminyak_Kuta_District_Ba.html,5,0,"Photographers and culture vultures won’t want to miss this action-packed 2-day tour. Traveling direct from your door with your private driver/guide, discover central Bali’s essential temples and views. Tour temples","3,656.50"
726,Uluwatu Sunset Tour - Kecak and Fire Dance - Seafood Dinner in...,/AttractionProductReview-g1380108-d15665632-Uluwatu_Sunset_Tour_Kecak_and_Fire_Dance_Seafood_Dinner_in_Jimbaran_Beach-Pecatu_.html,5,0,"Enjoy a combination of sightseeing, entertainment, and dining on this sunset tour along southern Bali’s seaside cliffs. Ideal for tourists who want to relax after a busy day, this private tour covers all of the","1,488.72"
727,VISIT ACTIVE VOLCANO & TEA PLANTATION (Start from Jakarta),/AttractionProductReview-g294229-d16748833-VISIT_ACTIVE_VOLCANO_TEA_PLANTATION_Start_from_Jakarta-Jakarta_Java.html,5,0,"Visit Tangkuban Parahu Volcano which is still active, you can see the crater closely, smell sulfur and see a puff of smoke from the crater of Tangkuban Parahu Volcano. On the way to volcano, you will pass through a","6,529.46"
728,Afternoon Cooking Class and Local Market Visit,/AttractionProductReview-g608496-d13454141-Afternoon_Cooking_Class_and_Local_Market_Visit-Tabanan_Bali.html,4.5,0,Immerse yourself in Balinese culture through the island's culinary delights during this experience. You'll start with a trip to the local market to pick up ingredients followed by a cooking class where you'll learn,"1,462.60"
729,Best of Jungle Swing Volcano Ubud Scenery Private Tour - Free WiFi,/AttractionProductReview-g608496-d16749428-Best_of_Jungle_Swing_Volcano_Ubud_Scenery_Private_Tour_Free_WiFi-Tabanan_Bali.html,4.5,0,"New experience of Jungle Swing Volcano , meet our friendly tour driver at your hotel lobby by 08:00 am and begin to Discover the wonderful of Ubud amazing scenery with our friendly professional tour driver, great","1,305.89"
730,BMW Rafting + Bali Zipline at Telaga Waja River,/AttractionProductReview-g608496-d17553934-BMW_Rafting_Bali_Zipline_at_Telaga_Waja_River-Tabanan_Bali.html,5,0,"BMW Bali Rafting at Telaga Waja river class 3-4 the fastest river in Bali. Bali Rafting with BMW Bali Rafting is about 14 km, 2 hours on the river, suitable for beginner and family.","2,171.96"
731,Bali Food Safari Tour,/AttractionProductReview-g294226-d11455475-Bali_Food_Safari_Tour-Bali.html,5,0,"With so many elite restaurants, Seminyak’s fast-changing, fashionable food scene can be hard to navigate. Sample four separate venues in a single evening on this mystery Seminyak food tour. Exploring in a small","6,503.34"
732,Private Sekumpul Waterfall Trekking Tour,/AttractionProductReview-g294226-d11989273-Private_Sekumpul_Waterfall_Trekking_Tour-Bali.html,4.5,0,"Bali is renowned as one of the world’s most beautiful tropical islands, but many visitors never make it past the gates of its many beach resorts. Thanks to this private full-day adventure trip to the island’s rugged","2,872.96"
733,From Bali: Beginner Scuba Diving Day Trip to Nusa Lembongan and Nusa...,/AttractionProductReview-g469404-d16862794-From_Bali_Beginner_Scuba_Diving_Day_Trip_to_Nusa_Lembongan_and_Nusa_Penida-Seminya.html,4.5,0,"With this diving package, you will enjoy 2 tank dives in Nusa Lembongan and Nusa Penida. Experience is not necessary as an instructor will be with you during the activity. This activity will consist of a small group","6,581.70"
734,BALI VOLCANO BATUR SUNRISE TREKKING,/AttractionProductReview-g294226-d13181994-BALI_VOLCANO_BATUR_SUNRISE_TREKKING-Bali.html,4.5,0,"Hikers will thrill to one of Bali’s most beautiful sunrises—from atop the active volcano, Mount Batur. After trekking with a guide and watching the sun rise over Bali’s volcanic landscape, breakfast on bread,","1,828.25"
735,Ubud White Water Rafting With Private Return Transport,/AttractionProductReview-g469404-d14121338-Ubud_White_Water_Rafting_With_Private_Return_Transport-Seminyak_Kuta_District_Bali.html,5,0,"Add some excitement to your Bali vacation on whitewater rafting tour. Perfect for both solo travelers and families, the excursion can be enjoyed by all ages and experience levels. After a safety briefing, join your","1,958.84"
736,Batur Sunrise Trekking & Natural Hot Spring,/AttractionProductReview-g294226-d15040108-Batur_Sunrise_Trekking_Natural_Hot_Spring-Bali.html,5,0,"Mount Batur Sunrise Trek & Hot Spring is very interesting combination tours and the best tours to do, after mount batur Hike don’t miss the Natural Hot Spring the one of pealing massage in Bali, Mount Batur","3,917.68"
737,Hot Air Balloon Experience with Meals at Ubud,/AttractionProductReview-g469404-d15556727-Hot_Air_Balloon_Experience_with_Meals_at_Ubud-Seminyak_Kuta_District_Bali.html,5,0,"Heaven is a place on Earth, specifically, in Bali - or at least you’ll get a glimpse of heaven when you fly high into the Bali sky on a hot air balloon! Experience the first and only hot air balloon opportunity in","7,313.00"
738,Bali Nusa Penida Snorkeling Tour with Four Spots,/AttractionProductReview-g1219108-d17448790-Bali_Nusa_Penida_Snorkeling_Tour_with_Four_Spots-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,0,"Even if you’ve never snorkeled before, experience the rich marine life and vibrant corals of Penida Island with an instructor and full gear on this small-group door-to-door day tour. Snorkel at four separate spots:","4,962.39"
739,Nusa Penida - Island Hopping Tour,/AttractionProductReview-g12948593-d16910679-Nusa_Penida_Island_Hopping_Tour-Ped_Nusa_Penida_Bali.html,4,0,"Nusa Penida Day Tour gives you chance to explore the exotic Island of Nusa Penida, the island with amazing beach view in Bali. We will pick you up around 06.30 on the morning and then take you to Sanur as our","2,356.87"
740,Private Full-Day West Bali Tour with Waterfall Visit,/AttractionProductReview-g608496-d12561950-Private_Full_Day_West_Bali_Tour_with_Waterfall_Visit-Tabanan_Bali.html,5,0,"Take the ‘road less traveled’ on Bali during this full-day private excursion. Explore the waterfalls, temples, and markets of West Bali. Visit the Ulun Danu Temple on Lake Beratan, enjoy a well-deserved swim at the","2,350.61"
741,Bali ATV Ride with Jungle Swing and Rice Terrace Tour,/AttractionProductReview-g469404-d15197544-Bali_ATV_Ride_with_Jungle_Swing_and_Rice_Terrace_Tour-Seminyak_Kuta_District_Bali.html,5,0,"Say goodbye to the beach and hello to the rice fields on this door-to-door day tour. Leave Bali’s crazy traffic to your private driver and relax as you race through the countryside on an ATV, soar high above the","2,679.69"
742,One day tour to explore brastagi High land & lake Toba departure from...,/AttractionProductReview-g297725-d16808162-One_day_tour_to_explore_brastagi_High_land_lake_Toba_departure_from_Medan-Medan_No.html,4.5,0,"this tour is the highlight of Medan - North Sumatera, one day trip to Brastagi Highland and Lake Toba ,This tour offers a glimpse into rural Sumatran life without the hard work of hiring and driving a rental car.","2,977.43"
743,Private Full-Day Bali Car Charter,/AttractionProductReview-g294226-d11460205-Private_Full_Day_Bali_Car_Charter-Bali.html,5,0,"This Bali car hire with an English-speaking driver is an ideal way to explore the island on your own. With your choice of several air-conditioned vehicles and availability for up to 10 hours, you can customize your",496.24
744,Bali ATV Ride And Ubud Tour Packages : Best Quad Bike Trip,/AttractionProductReview-g608496-d13858115-Bali_ATV_Ride_And_Ubud_Tour_Packages_Best_Quad_Bike_Trip-Tabanan_Bali.html,5,0,"Complete your Bali bucket list with ease and add some adventure to your vacation on an 11-hour tour. After convenient hotel pickup, kick off your excursion with a thrilling 4x4 ATV ride through a bamboo forest,","2,679.69"
745,Bali Hire Transport with English Speaking Guide Driver,/AttractionProductReview-g608496-d16661624-Bali_Hire_Transport_with_English_Speaking_Guide_Driver-Tabanan_Bali.html,5,0,"Bali is the most popular island holiday destination in the Indonesian. Lets discover Bali with flexible driver. If you love to having free of choice and having own itinerary, this is the best way to create your own",574.59
746,Bali ATV Taro Adventures - 2 Hours ATV Ride,/AttractionProductReview-g469404-d17554080-Bali_ATV_Taro_Adventures_2_Hours_ATV_Ride-Seminyak_Kuta_District_Bali.html,5,0,"08.30 – Depart or pick up time from your hotel/villa (the subject on your hotel location)09.45 – Get a welcome drink and full fill the form of insurance10.00 – Enjoy Bali Taro ATV Ride Adventure Tours (2,5","2,716.26"
747,RAFTING & MONKEY FOREST UBUD TOUR,/AttractionProductReview-g608496-d15779023-RAFTING_MONKEY_FOREST_UBUD_TOUR-Tabanan_Bali.html,5,0,"Begin your experience with pickup at your hotel, where you’ll board an air-conditioned minivan destined for a rafting point beside the Ayung River. At the rafting meeting point, listen to a safety briefing before","2,611.78"
748,Experience Full Day to Bali Swing Temple and Monkey Forest,/AttractionProductReview-g608496-d13376988-Experience_Full_Day_to_Bali_Swing_Temple_and_Monkey_Forest-Tabanan_Bali.html,5,0,"Capture the photos of a lifetime on the Bali Swing, as you soar high above jungle, rice fields, and river, on one of three packages. All-inclusive features transport, lunch, and entrance fees to Bali Swing, Puseh","1,567.07"
749,Uluwatu and kecak dance,/AttractionProductReview-g1219108-d17448003-Uluwatu_and_kecak_dance-Ungasan_Nusa_Dua_Peninsula_Bali.html,5,0,"This tour combination is between beach temple and local attraction, which is become one of the complete things to do at the south","2,089.43"
750,Bali Scuba Diving,/AttractionProductReview-g469404-d11871391-Bali_Scuba_Diving-Seminyak_Kuta_District_Bali.html,5,0,"There are few better places to begin your scuba diving career than in Bali, where the Indian Ocean play host to diverse species of marine life. Discover Bali’s underwater wonderlands during a 3-hour beginner’s","1,514.83"
751,Private Half-Day Tour: Uluwatu Sunset Trip and Dinner Packages,/AttractionProductReview-g1380108-d16741861-Private_Half_Day_Tour_Uluwatu_Sunset_Trip_and_Dinner_Packages-Pecatu_Nusa_Dua_Pen.html,5,0,Uluwatu Sunset Trip and Dinner Packages is one of the most famous Bali Half Day Tour with amazing experience to see sunset in Uluwatu Temple which is set on the cliff bank with stunning view of Indian Ocean. The,"1,240.60"
752,3 Gili Lombok Snorkeling Tour with Private Boat,/AttractionProductReview-g297733-d15750983-3_Gili_Lombok_Snorkeling_Tour_with_Private_Boat-Lombok_West_Nusa_Tenggara.html,4.5,0,"From sea turtles to shipwrecks, the Gili Islands have plenty of underwater wonders for curious snorkelers to explore. On this tour, admire coastal views as you sail out on the ocean to various snorkeling","3,656.50"
753,Traditional Bali Massage Lulur & Spa Treatment 2 Hours,/AttractionProductReview-g1380108-d15563786-Traditional_Bali_Massage_Lulur_Spa_Treatment_2_Hours-Pecatu_Nusa_Dua_Peninsula_Ba.html,5,0,"Soothe away any aches and pains and complete your vacation distress with two hours of pure spa indulgence. Relax under the skilled hands of your Balinese therapist as you savor a foot ritual, body scrub, body","2,089.43"
754,See The Gate of Heaven at Lempuyang Temple in Bali,/AttractionProductReview-g469404-d13836949-See_The_Gate_of_Heaven_at_Lempuyang_Temple_in_Bali-Seminyak_Kuta_District_Bali.html,5,0,"At the top of Bali’s Mount Lempuyang sits Pura Lempuyang Luhur, one of Bali’s oldest places of worship. On this day-long tour, your guide will take you up to this revered temple, nicknamed ‘The Gates of Heaven’ by","1,671.54"
755,Discover Bali Bird Park,/AttractionProductReview-g608496-d13538448-Discover_Bali_Bird_Park-Tabanan_Bali.html,5,0,"See thousands of birds representing hundreds of species at Bali Bird Park, a two-hectare garden home to all sorts of indigenous and international avian species. With this pass, you'll get the chance not only to","2,154.72"
756,Ubud - Monkey Forest - Temple - Waterfall - Rice Terrace and Coffee...,/AttractionProductReview-g608496-d17555149-Ubud_Monkey_Forest_Temple_Waterfall_Rice_Terrace_and_Coffee_Tour-Tabanan_Bali.html,4.5,0,Experience best of Ubud has to offer on this private full-day tour 9-hour with local expert driver-guide and private air-conditioned vehicle--hassle free pick up & drop off from/to your hotel.Enjoy top beautiful,773.61
757,Bali Menjangan Island Snorkeling Day Tour,/AttractionProductReview-g608496-d15845756-Bali_Menjangan_Island_Snorkeling_Day_Tour-Tabanan_Bali.html,5,0,The unspoilt coral gardens off uninhabited Menjangan Island in northwest Bali are some of the island’s most beautiful. Experience their delicate sea fans and vibrant reef on this small-group door-to-door snorkeling,"4,466.15"
758,Bali 4WD Adventure,/AttractionProductReview-g469404-d12968550-Bali_4WD_Adventure-Seminyak_Kuta_District_Bali.html,5,0,"Explore the wilderness and rural areas of Bali by 4-wheel drive vehicle, canoe, and on foot during this private full-day tour. Travel through the countryside where you get a look at rural life, then take a short","5,223.57"
759,Lempuyang Temple Instagram Private Tour - Gates of Heaven,/AttractionProductReview-g608496-d17372445-Lempuyang_Temple_Instagram_Private_Tour_Gates_of_Heaven-Tabanan_Bali.html,5,0,"Our Lempuyang Temple - Gate of Heaven tour by ForeverVacation Bali is one of our most popular tours we currently offer. This privately guided, full-day tour, will take you to the most famous spots on the beautiful","4,857.92"
760,Prambanan Temple Admission Ticket,/AttractionProductReview-g297712-d13285654-Prambanan_Admissions_Ticket-Semarang_Central_Java_Java.html,5,0,"Before you set out for Prambanan, a UNESCO World Heritage site, ensure peace of mind by having your tickets in hand. Built between the 8th and 10th centuries, this mighty temple complex celebrates both Hindu and","1,305.89"
761,Batur Volcano- Rice Terrace - Monkey Forest- and Tirta Empul...,/AttractionProductReview-g608496-d16722456-Batur_Volcano_Rice_Terrace_Monkey_Forest_and_Tirta_Empul_Purification_Temple-Taban.html,4.5,0,The most famous Bali Full Day Tours Packages that we created to explore the famous Volcano and temples in Bali Island for your memorable holidays that you could never forget.- Visit famous Tirta Empul Temple and,522.36
762,Bali Jungle Swing Experience and Ubud Highlights Tour,/AttractionProductReview-g469404-d15040781-Bali_Jungle_Swing_Experience_and_Ubud_Highlights_Tour-Seminyak_Kuta_District_Bali.html,5,0,"See the cultural highlights and natural beauty of Ubud and its surrounding area on a day long private tour. This package includes stops at the Goa Ganjun (Elephant Cave) Temple, the Tegenungan Waterfall, Ubud Monkey","1,736.84"
763,Seminyak Beach E-Bike Sunset Half-Day Tour BEST FUN EVER!,/AttractionProductReview-g469404-d15884776-Seminyak_Beach_Sunset_E_Bike_Tour_Half_Day_BEST_FUN_EVER-Seminyak_Kuta_District_Ba.html,4.5,0,"Explore the Balinese coast without breaking a sweat – or wearing out your shoes – on this half-day E-Bike tour along Seminyak Beach. Starting at Pantai Kuta Beach, ride along boardwalks and beaches, passing temples","3,290.85"
764,Bali Swing Combination With Tegenungan Waterfall & Luwak Coffee,/AttractionProductReview-g294226-d14071397-Bali_Swing_Combination_With_Tegenungan_Waterfall_Luwak_Coffee-Bali.html,3.5,0,"This action-packed day trip is the perfect combination of adventure, sightseeing, and delicious tastings. You won’t have to worry about booking transport as hotel pickup and drop-off is included. You’ll travel","2,089.43"
765,Best Combination: Quad Biking & White Water Rafting,/AttractionProductReview-g608496-d17429096-Best_Combination_Quad_Biking_White_Water_Rafting-Tabanan_Bali.html,5,0,"Calling all thrill seekers, this exhilarating tour combines an off-road ATV ride with white-water rafting and ziplining. Departing from select Bali hotels, drive an ATV past emerald rice terraces and local villages","2,841.62"
766,Bali Culture and Temple Tour,/AttractionProductReview-g608496-d16654066-Bali_Culture_and_Temple_Tour-Tabanan_Bali.html,4.5,0,This tour offer special experience to learn the traditional way of living and culture of Bali. Theinformation about different living in western and Bali. Also the story about Bali during ruled by the king and,"2,872.96"
767,From Singapore:Batam City Tour packed with Ferry Tickets & Lunch,/AttractionProductReview-g294225-d16691922-From_Singapore_Batam_City_Tour_packed_with_Ferry_Tickets_Lunch-Indonesia.html,5,0,"Batam is across the water just one hour from Singapore, so if you are looking for a weekend break to Indonesia then this is a great place to come. You need to proceed to Sindo Ferry ticket counter to sail away to","4,643.23"
768,Jakarta Amazing Tour With Lunch,/AttractionProductReview-g294229-d15646849-Jakarta_Amazing_Tour-Jakarta_Java.html,5,0,• Sunda Kelapa Harbour • old town • Museum national • Monument National • Lunch local Food • Cathedral Church & Istiqlal Mosque • Shoping  • finish and return to your Hotel,"4,126.62"
769,Amazing Blue Lagoon Snorkeling with Private Hotel Transfer,/AttractionProductReview-g294226-d15845737-Amazing_Blue_Lagoon_Snorkeling_with_Private_Hotel_Transfer-Bali.html,5,0,Explore some of Bali’s beautiful coral reefs without a crowd of swimmers getting in your way on this intimate small group snorkeling expedition. Spend the day snorkeling in the colorful underwater environments of,"1,363.35"
770,Snorkelling in Padang Bai,/AttractionProductReview-g469404-d13328594-Snorkelling_in_Padang_Bai-Seminyak_Kuta_District_Bali.html,5,0,Take to the ocean and discover some of Bali’s most beautiful coral reef on this snorkeling day trip to Padangbai from Sanur. Your snorkeling guide ensures a safe experience and helps spot marine life you might,"3,813.21"
771,Ubud Sightseeing Quad Bike Adventure,/AttractionProductReview-g608496-d14911455-Ubud_Sightseeing_Quad_Bike_Adventure-Tabanan_Bali.html,4,0,"Ride off the beaten track during your Bali vacation aboard your own all-terrain vehicle (ATV). Climb onto a quad bike and follow an experienced guide along a challenging track, suitable for all skill levels. Motor","2,938.26"
772,Mt Batur Sunrise Trekking & Natural Hot Springs,/AttractionProductReview-g608496-d17448623-Mt_Batur_Sunrise_Trekking_Natural_Hot_Springs-Tabanan_Bali.html,5,0,"A fantastic and scenic journey up a live volcano for the sunrise view followed by a soothing and relaxing dip in the natural hot springs. We give you our 100% guarantee - if you don't love this experience, we'll","3,395.32"
773,Snorkel Trip Komodo National Park - join day diving boat,/AttractionProductReview-g15240293-d15079799-Snorkel_Trip_Komodo_National_Park_join_day_diving_boat-Liang_Ndara_East_Nusa_Ten.html,5,0,Those who are not PADI certified can still enjoy the beauty of Komodo National Park on a small-group snorkeling tour. Venture out from Labuan Bajo and visit a few dive sites to discover the rich diversity of marine,"2,141.66"
774,Mount Batur Sun Rise Hiking,/AttractionProductReview-g608496-d17555160-Mount_Batur_Sun_Rise_Hiking-Tabanan_Bali.html,5,0,"Mount Batur volcano is located on the island of Bali and the Kintamani District. It sits at 5,600 feet above sea level and like mentioned above it’s the most active volcano in Bali with the big eruption in 1936 and","1,723.78"
775,Private Tours: Highlights Ubud Of Bali,/AttractionProductReview-g1380108-d16709435-Private_Tours_Highlights_Ubud_Of_Bali-Pecatu_Nusa_Dua_Peninsula_Bali.html,5,0,"This is the best selection for you and your family. This is private tours visit the best elephant park In Bali combine with other nice place like visit Ubud palace , Rice Terrace, Coffee plantation and Waterfall.","1,044.71"
776,Ubud Volcano Lake and Natural Hot Spring Tour,/AttractionProductReview-g608496-d12955334-Ubud_Volcano_Lake_and_Natural_Hot_Spring_Tour-Tabanan_Bali.html,5,0,"Discover the majesty of Bali without the drama of self-drive or the hassles of a group tour on this scenic private door-to-door tour. See the Tegalang Rice Terrace, Tirta Empul Temple, and Tegenungan Waterfall; bask","2,350.61"
777,Adventure E-Bike Tour to See The Wonderful Ubud,/AttractionProductReview-g608496-d13000710-Adventure_E_Bike_Tour_to_See_The_Wonderful_Ubud-Tabanan_Bali.html,5,0,"Experience Balinese culture, nature, and history on a three-hour e-bike tour.  The tour begins with convenient pickup from your Ubud hotel. Once fitted with your bike, set out to discover the Tegallalang rice","1,932.72"
778,Southern Yogyakarta Nature Park and Timang Beach Day Tour,/AttractionProductReview-g12872450-d17473506-Southern_Yogyakarta_Nature_Park_and_Timang_Beach_Day_Tour-Sleman_District_Yogyak.html,5,0,"Let’s get ready to explore one of the happening place in Yogyakarta, Southern Yogyakarta Nature Park and Timang Day Tour. The driver will pick you up at your hotel then transfer to the first destination: Jurang","3,134.14"
779,"Tibumana, Tukad Cepung, and Tegenungan: The Prettiest Waterfalls in...",/AttractionProductReview-g469404-d15303674-Tibumana_Tukad_Cepung_and_Tegenungan_The_Prettiest_Waterfalls_in_Bali-Seminyak_Kut.html,5,0,"Benefit from a private tour to three of Bali’s most beautiful waterfalls: Tibumana, Tukad Cepung, and Tegenungan waterfalls. After morning pickup at your hotel, head to Tibumana Waterfall to enjoy the picturesque","2,089.43"
780,Water Sports Package at Tanjung Benoa(Half-day),/AttractionProductReview-g469404-d15642363-Bali_Half_Day_Water_Sports_Package_at_Tanjung_Benoa-Seminyak_Kuta_District_Bali.html,5,0,"Take your Balinese holiday to the next level during a watersports tour in Tanjung Benoa. Comfortable round-trip transportation from your hotel, enables you to skip the planning and embrace the adventure. The","1,741.02"
781,Gate of heaven and waterfall,/AttractionProductReview-g608496-d16862510-Gate_of_heaven_and_waterfall-Tabanan_Bali.html,5,0,Visit the gates of heaven at Lempuyang temple is the ancient temple is one of Bali's oldest and most highly regarded temple.,"2,611.78"
782,Full-Day Private Sasak Culture and Southern Beaches Tour from Senggigi,/AttractionProductReview-g294226-d13112510-Full_Day_Private_Sasak_Culture_and_Southern_Beaches_Tour_from_Senggigi-Bali.html,4.5,0,Discover the beautiful beaches and unique cultural heritage of Lombok on this private full-day tour from Senggigi. Visit the handicrafts villages of Sukarara Village and Banyumulek Village; admire the white sand,"2,783.64"
783,Full-day Tour : Bali Ubud Art and Tanah Lot Temple Private Tour,/AttractionProductReview-g469404-d13186947-Full_day_Tour_Bali_Ubud_Art_and_Tanah_Lot_Temple_Private_Tour-Seminyak_Kuta_Distri.html,4.5,0,"Experience a long list of cultural and historical attractions on an eight-hour tour of Bali.  Beginning with pickup from your hotel, spend the day exploring the island in private transportation. Visits to Celuk and",574.59
784,Borobudur Sunrise with Dieng Plateau Tour from Yogyakarta,/AttractionProductReview-g12872450-d15552519-Borobudur_Sunrise_with_Dieng_Plateau_Tour_from_Yogyakarta-Sleman_District_Yogyak.html,5,0,Experience the extraordinary holiday in Yogyakarta by visiting the magnificent temples & participating in the volcanic tour! Enjoy the sunrise from a hill with the backdrop of Borobudur temple and volcanoes,"4,148.04"
785,Ayung River Rafting,/AttractionProductReview-g608496-d15767475-Ayung_River_Rafting-Tabanan_Bali.html,5,0,Start point is located only 15km away from crater so government decide to take this policy till further notice. So from this case now we are cooperate with one of the best company at ayung river. we are glad to,"1,462.60"
